Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,43,85,Jeffrey Fritz,2016 Mazda MX-5,Bridgestone,Milwauke,71.243,72.705(1),72.964(1),134.433,,,[185],"Platteville, WI",,,Central,64.420,63.704,63.190,(0.058),454,43,STR,85,Jeffrey Fritz,2016 Mazda MX-5,Bridgestone,134.433,0.823,110.638,0.005,9.401,9150,2016,Mazda MX-5,Jeffrey,Fritz,Platteville,WI,427
,44,46,Gordon Kuhnley,2000 Honda s2000,Bridgestone*,Land O L,71.851,71.236,70.706,134.708,,,[146],"Saint Paul, MN",Its not autocross unless you are hung,,Central,64.782,64.002,65.667(1),(0.275),474,44,STR,46,Gordon Kuhnley,2000 Honda S2000,Bridgestone,134.708,0.823,110.865,0.003,9.628,9132,2000,Honda S2000,Gordon,Kuhnley,Saint Paul,MN,447
,45,146,Emilio Rescigno,2000 Honda S2000,Bridgestone,Milwauke,72.657,70.581,70.783,134.771,,,[46],"Woodbury, MN",,,Central,65.258,68.462(2),64.190,(0.063),477,45,STR,146,Emilio Rescigno,2000 Honda S2000,Bridgestone,134.771,0.823,110.917,0.009,9.679,9127,2000,Honda S2000,Emilio,Rescigno,Woodbury,MN,451
,46,77,Craig Donowho,2008 Honda S2000,BFGoodrich,Texas,79.843(2),76.667(2),71.160,134.967,,,[177],"Boerne, TX",BridgeNorth Wealth Advisors,,Southwest,64.432,63.807,64.838,(0.196),483,46,STR,77,Craig Donowho,2008 Honda S2000,BFGoodrich,134.967,0.823,111.078,0.046,9.841,9114,2008,Honda S2000,Craig,Donowho,Boerne,TX,460
,47,117,Ryan Lutze,2005 Honda s2000,BFGoodrich,Colorado,74.608(1),72.111(1),82.292(3),135.011,,,[17],"Colorado Springs, CO",,,Rocky Moun,70.533(3),63.371,62.900,(0.044),487,47,STR,117,Ryan Lutze,2005 Honda S2000,BFGoodrich,135.011,0.823,111.114,0.011,9.877,9111,2005,Honda S2000,Ryan,Lutze,Colorado Springs,CO,462
,48,24,Shane Johnson,1999 Mazda Miata MX5,BFGoodrich,Eastern I,77.980,73.446(1),70.515,135.339,,,[24],"Idaho Falls, ID",MiataRoadster.com,,Rocky Moun,67.922(1),71.252,64.824,(0.328),509,48,STR,24,Shane Johnson,1999 Mazda Miata MX5,BFGoodrich,135.339,0.823,111.384,0.003,10.147,9089,1999,Mazda Miata MX5,Shane,Johnson,Idaho Falls,ID,484
,49,28,Mike Physk,2003 Mazda Miata,BFGoodrich,New York,81.513,75.159(1),72.409,135.816,,,[128],"Long Sault, ON",,Mazda*,Northeast,67.262,65.349,63.407,(0.477),533,49,STR,28,Mike Physk,2003 Mazda Miata,BFGoodrich,135.816,0.823,111.777,0.030,10.539,9057,2003,Mazda Miata,Mike,Physk,Long Sault,ON,510
,50,92,Steve Mitchell,2017 Mazda MX-5,Bridgestone,Washingt,DNF,73.117(1),DNF,136.389,M,,[192],"Mc Lean, VA","Karcepts, Nest Egg Racing",,Northeast,65.250,63.272,64.461(1),(0.573),557,50,STR,92,Steve Mitchell,2017 Mazda MX-5,Bridgestone,136.389,0.823,112.248,0.003,11.011,9019,2017,Mazda MX-5,Steve,Mitchell,Mc Lean,VA,545
,51,73,Jason Amistadi,2005 Honda S2000,BFGoodrich,Central C,81.077,72.406,73.602(1),136.834,,,[73],"Charlotte, NC",@georgetheracemonkey,,Southeast,72.764,65.560,64.428,(0.445),577,51,STR,73,Jason Amistadi,2005 Honda S2000,BFGoodrich,136.834,0.823,112.614,0.034,11.377,8990,2005,Honda S2000,Jason,Amistadi,Charlotte,NC,576
,52,17,Paul Lutze,2005 Honda s2000,BFGoodrich,Colorado,72.808,71.810,DNF,137.684,,,[117],"Colorado Springs, CO",,,Rocky Moun,66.671(1),65.971(1),65.874(1),(0.850),626,52,STR,17,Paul Lutze,2005 Honda S2000,BFGoodrich,137.684,0.823,113.314,0.009,12.077,8934,2005,Honda S2000,Paul,Lutze,Colorado Springs,CO,636
,53,94,Melanie Kwong,2004 Honda S2000,Bridgestone,New Eng,75.412,73.770,73.907,138.225,,,[194],"Randolph, MA",PROJECT.Devens | BFH Customs,,Northeast,68.278(1),65.166,64.455,(0.541),650,53,STR,94,Melanie Kwong,2004 Honda S2000,Bridgestone,138.225,0.823,113.759,0.016,12.522,8899,2004,Honda S2000,Melanie,Kwong,Randolph,MA,659
,54,14,Joe Brown,2016 Mazda MX-5,BFGoodrich,Land O L,78.011(2),75.011(1),DNF,138.943,,,,"Maple Grove, MN",,,Midwest,65.373,63.932,74.475(2),(0.718),689,54,STR,14,Joe Brown,2016 Mazda MX-5,BFGoodrich,138.943,0.823,114.350,0.028,13.113,8853,2016,Mazda MX-5,Joe,Brown,Maple Grove,MN,706
,55,71,Cynthia Clark,2016 Mazda MX5,BFGoodrich,Snake Riv,77.603,75.005,77.759(2),140.148,,,[171],"Boise, ID",,,NorPac,72.801(2),67.681(1),65.143,(1.205),738,55,STR,71,Cynthia Clark,2016 Mazda MX5,BFGoodrich,140.148,0.823,115.342,0.040,14.105,8777,2016,Mazda MX5,Cynthia,Clark,Boise,ID,764
,56,101,David Wallens,1999 Mazda Miata,BFGoodrich,Central F,84.574,80.480,76.467,145.231,,,[1],"Ormond Beach, FL",Grassroots Motorsports,,Southeast,71.044,70.678,68.764,(5.083),1040,56,STR,101,David Wallens,1999 Mazda Miata,BFGoodrich,145.231,0.823,119.525,0.004,18.288,8470,1999,Mazda Miata,David,Wallens,Ormond Beach,FL,994
,57,1,Carl Heideman,1999 Mazda miata,BFGoodrich,Western M,84.194,78.273,DNF,148.395,,,[101],"Holland, MI",,,Great Lakes,DNF,71.455,70.122,(3.164),1137,57,STR,1,Carl Heideman,1999 Mazda Miata,BFGoodrich,148.395,0.823,122.129,0.007,20.892,8289,1999,Mazda Miata,Carl,Heideman,Holland,MI,1123
T,1,84,Jessica Pao,2016 Mazda MX5,Bridgestone,California,70.164,71.562(1),69.194,139.761,,,,"Alhambra, CA","RacingLifestyle, OSGiken, Pit Gara",,SoPac,DNF,70.567,74.827,,720,1,STRL,84,Jessica Pao,2016 Mazda MX5,Bridgestone,139.761,0.823,115.023,0.056,13.786,8801,2016,Mazda MX5,Jessica,Pao,Alhambra,CA,750
T,2,92,Jen Fox,2016 Mazda MX-5 Miata,Bridgestone,Washingt,71.741,70.751,71.535,141.793,,,,"Falls Church, VA",Karcepts | Sparkle Party Racing,,Northeast,72.687,71.042,81.896,(2.032),837,2,STRL,92,Jen Fox,2016 Mazda MX-5 Miata,Bridgestone,141.793,0.823,116.696,0.040,15.458,8675,2016,Mazda MX-5 Miata,Jen,Fox,Falls Church,VA,838
T,3,83,Michelle Knoll,2017 Mazda Miata,Bridgestone,Washingt,76.368(3),71.416,71.235,142.089,,,,"Falls Church, VA",Karcepts | Sparkle Party Racing,,Northeast,79.926,76.855,70.854,(0.296),855,3,STRL,83,Michelle Knoll,2017 Mazda Miata,Bridgestone,142.089,0.823,116.939,0.007,15.702,8657,2017,Mazda Miata,Michelle,Knoll,Falls Church,VA,849
,4,17,Maegan Contreras,2005 Honda s2000,BFGoodrich,Colorado,73.685,73.927(1),72.919,142.758,,,,"Colorado Springs, CO",,,Rocky Moun,69.839,70.982,73.829,(0.669),898,4,STRL,17,Maegan Contreras,2005 Honda S2000,BFGoodrich,142.758,0.823,117.490,0.010,16.253,8617,2005,Honda S2000,Maegan,Contreras,Colorado Springs,CO,880
,5,78,Casey Coughlin,2004 Honda S2000,Multi,Delta,73.184(1),73.493(1),72.097,144.398,,,,"Prairieville, LA",Karcepts/OnTheLedgeRacing/Chri,,Southwest,76.141,73.035,72.301,(1.640),1000,5,STRL,78,Casey Coughlin,2004 Honda S2000,Multi,144.398,0.823,118.840,0.003,17.602,8519,2004,Honda S2000,Casey,Coughlin,Prairieville,LA,956
,6,74,Laurie McCelvey,2016 Mazda MX-5,BFGoodrich,Houston,73.274,72.118,72.536,146.240,,,,"Houston, TX","Karcepts, On the Ledge Racing",,Southwest,83.492(1),74.122,80.196(2),(1.842),1072,6,STRL,74,Laurie McCelvey,2016 Mazda MX-5,BFGoodrich,146.240,0.823,120.356,0.019,19.118,8412,2016,Mazda MX-5,Laurie,McCelvey,Houston,TX,1038
,7,41,Rachel Leach,2016 Mazda Mx5,Bridgestone,Philadelp,75.718,76.327(1),74.773,148.555,,,,"Chalfont, PA",Karcepts,,Northeast,74.665,73.782,76.479,(2.315),1141,7,STRL,41,Rachel Leach,2016 Mazda MX5,Bridgestone,148.555,0.823,122.261,0.033,21.024,8280,2016,Mazda MX5,Rachel,Leach,Chalfont,PA,1132
T,1,173,James Tatad,2013 Subaru BRZ,Bridgestone,New York,DNF,67.320(1),63.010,131.037,,,[73],"Brooklyn, NY",Moto-East | Hamfist Racing | EFI L,Subaru*,Northeast,69.076,68.027,68.243,,117,1,STX,173,James Tatad,2013 Subaru BRZ,Bridgestone,131.037,0.813,106.533,0.020,5.296,9503,2013,Subaru BRZ,James,Tatad,Brooklyn,NY,247
T,2,94,Adrian Cardenas,2005 Mazda Rx8,Bridgestone,California,67.122,65.654,62.733,131.230,,,[194],"San Gabriel, CA","FRSport, Damperworks, Miataroad",Mazda,Southwest,68.830,68.497,68.584,(0.193),132,2,STX,94,Adrian Cardenas,2005 Mazda RX8,Bridgestone,131.230,0.813,106.690,0.018,5.453,9489,2005,Mazda RX8,Adrian,Cardenas,San Gabriel,CA,258
T,3,27,Brian Karwan,2017 Toyota 86,Bridgestone,Washingt,66.970,66.592,63.096,131.280,,,,"Frederick, MD",Karcepts / Motion Control Suspens,Toyota,Northeast,71.940(1),68.383,68.184,(0.050),138,3,STX,27,Brian Karwan,2017 Toyota 86,Bridgestone,131.280,0.813,106.731,0.010,5.493,9485,2017,Toyota 86,Brian,Karwan,Frederick,MD,261
T,4,98,Michael Carpenter,2012 BMW 128i,BFGoodrich,Utah,67.992,66.580,63.213,131.734,,,[198],"Draper, UT",Callahan Auto Parts,,Rocky Moun,68.521,71.201(1),70.279,(0.454),160,4,STX,98,Michael Carpenter,2012 BMW 128i,BFGoodrich,131.734,0.813,107.100,0.005,5.863,9453,2012,BMW 128i,Michael,Carpenter,Draper,UT,288
T,5,85,Tony Rodriguez,2015 Scion FR-S,Bridgestone,San Franc,67.121,65.825,63.335,131.865,,,[185],"San Jose, CA",Auto Innovations / Drift Office / C,,NorPac,68.939,68.730,68.530,(0.131),169,5,STX,85,Tony Rodriguez,2015 Scion FR-S,Bridgestone,131.865,0.813,107.206,0.006,5.969,9443,2015,Scion FR-S,Tony,Rodriguez,San Jose,CA,297
T,6,188,Mack Tsang,2013 Subaru,Bridgestone,San Franc,67.988,65.495,62.525,131.882,,,[88],"Hayward, CA","Kidder Transportation, LB Racing",Subaru*,NorPac,69.423,72.373(1),69.357,(0.017),170,6,STX,188,Mack Tsang,2013 Subaru,Bridgestone,131.882,0.813,107.220,0.014,5.983,9442,2013,Subaru,Mack,Tsang,Hayward,CA,298
T,7,171,Eric Simmons,2013 Scion FRS,Bridgestone,Philadelp,67.166,64.698,63.184,132.354,,,[71],"Macungie, PA",Karcepts | Xero-limit.com | Miller L,,Northeast,69.170,69.587,72.460(2),(0.472),194,7,STX,171,Eric Simmons,2013 Scion FR-S,Bridgestone,132.354,0.813,107.604,0.002,6.367,9408,2013,Scion FR-S,Eric,Simmons,Macungie,PA,319
T,8,82,Raymond Dsouza,2014 Subaru BRZ,Bridgestone,Kentucky,69.845(1),65.881,62.999,132.405,,,,"Louisville, KY",,Subaru*,Great Lakes,DNF,72.797(2),69.406,(0.051),197,8,STX,82,Raymond Dsouza,2014 Subaru BRZ,Bridgestone,132.405,0.813,107.645,0.031,6.408,9405,2014,Subaru BRZ,Raymond,Dsouza,Louisville,KY,320
T,9,186,Manfred Reysser,2013 Scion FR-S,BFGoodrich,Arizona,72.855(2),66.317,63.305,132.524,,,[86],"Chandler, AZ",#teamnocoursewalks #keepit100,,SoPac,69.219,74.542(3),70.368(1),(0.119),201,9,STX,186,Manfred Reysser,2013 Scion FR-S,BFGoodrich,132.524,0.813,107.742,0.035,6.505,9396,2013,Scion FR-S,Manfred,Reysser,Chandler,AZ,328
T,10,185,Annie Gill,2015 Scion FR-S,Bridgestone,Northwest,69.058,66.580,63.106,132.668,,,[85],"Renton, WA","Drift Office, ChaseRace, OS Giken",,NorPac,71.918(1),70.037,69.562,(0.144),209,10,STX,185,Annie Gill,2015 Scion FR-S,Bridgestone,132.668,0.813,107.859,0.001,6.622,9386,2015,Scion FR-S,Annie,Gill,Renton,WA,336
T,11,89,Kyle Herbst,2016 Scion FRS,BFGoodrich,Ohio Val,67.199,65.720,65.120(1),132.996,,,,"Hudson, OH",,,Great Lakes,68.576,68.140,67.876,(0.328),222,11,STX,89,Kyle Herbst,2016 Scion FR-S,BFGoodrich,132.996,0.813,108.126,0.015,6.889,9363,2016,Scion FR-S,Kyle,Herbst,Hudson,OH,347
T,12,88,Justin Tsang,2013 Subaru BRZ,Bridgestone,San Franc,68.319,67.407,63.757,133.069,,,[188],"Hayward, CA",Kidder,"Transporation, LB Racing, OSubaru*",NorPac,70.193,69.321,69.312,(0.073),228,12,STX,88,Justin Tsang,2013 Subaru BRZ,Bridgestone,133.069,0.813,108.185,0.006,6.948,9358,2013,Subaru BRZ,Justin,Tsang,Hayward,CA,353
,13,194,Steve OBlenes,2005 Mazda RX8,Bridgestone,California,66.014,63.702,63.871(1),133.143,,,[94],"Garden Grove, CA","Miataroadster,","FRSport, RX8Perfor Mazda",SoPac,69.441,73.104(2),70.850(1),(0.074),234,13,STX,194,Steve O'Blenes,2005 Mazda RX8,Bridgestone,133.143,0.813,108.245,0.001,7.008,9353,2005,Mazda RX8,Steve,OBlenes,Garden Grove,CA,360
,14,184,Scott Dixon,2015 Subaru BRZ,Bridgestone,Northwest,69.822,66.344,63.282,133.198,,,[84],"Mukilteo, WA",Drift,"Office, ChaseRace, OS Giken Subaru*",NorPac,72.467,69.916,71.095,(0.055),238,14,STX,184,Scott Dixon,2015 Subaru BRZ,Bridgestone,133.198,0.813,108.290,0.011,7.053,9349,2015,Subaru BRZ,Scott,Dixon,Mukilteo,WA,362
,15,93,Jonathan Mudge,2013 Scion FR-S,BFGoodrich,Southwest,72.023(1),64.889,63.125,133.372,,,[193],"Bozeman, MT",Someone bring me NE beer please,,NorPac,70.419,70.545,70.247,(0.174),253,15,STX,93,Jonathan Mudge,2013 Scion FR-S,BFGoodrich,133.372,0.813,108.431,0.004,7.194,9337,2013,Scion FR-S,Jonathan,Mudge,Bozeman,MT,371
,16,25,Peter Modjeski,2013 Subaru BRZ,Bridgestone*,Milwauke,69.684,DNF,64.475,133.534,,,,"Hartford, WI",,Subaru*,Central,DNF,69.059,71.675(1),(0.162),267,16,STX,25,Peter Modjeski,2013 Subaru BRZ,Bridgestone,133.534,0.813,108.563,0.023,7.326,9325,2013,Subaru BRZ,Peter,Modjeski,Hartford,WI,376
,17,160,Marlon Tecson,2013 Scion FR-S,BFGoodrich,Las Vegas,70.573,66.775,63.911,133.538,,,[60],"Las Vegas, NV","H1 Performance, CuscoUSA, FRSp",,Southwest,71.435,70.343,69.627,(0.004),268,17,STX,160,Marlon Tecson,2013 Scion FR-S,BFGoodrich,133.538,0.813,108.566,0.003,7.329,9325,2013,Scion FR-S,Marlon,Tecson,Las Vegas,NV,377
,18,143,David Webb,2013 Scion FR-S,Bridgestone,Arizona B,72.691(1),68.363,64.429,134.141,,,[43],"Phoenix, AZ",TRD/OSGiken/FRSport/JDLAuto,,SoPac,70.313,69.712,70.636,(0.603),318,18,STX,143,David Webb,2013 Scion FR-S,Bridgestone,134.141,0.813,109.057,0.016,7.819,9283,2013,Scion FR-S,David,Webb,Phoenix,AZ,408
,19,59,Justin Metz,2017 Subaru BRZ,Bridgestone,Colorado,82.246,67.818,65.267,134.321,,,,"Broomfield, CO",youtube.com/TheBTRGarage,/ idp Subaru*,Rocky Moun,69.296,69.241,69.054,(0.180),330,19,STX,59,Justin Metz,2017 Subaru BRZ,Bridgestone,134.321,0.813,109.203,0.004,7.966,9271,2017,Subaru BRZ,Justin,Metz,Broomfield,CO,423
,20,9,Derek Punch,2013 Subaru BRZ,Bridgestone,San Diego,68.782,68.885(1),64.879,134.474,,,,"Escondido, CA",FRSport,Subaru*,SoPac,69.595,81.748(6),69.788,(0.153),344,20,STX,9,Derek Punch,2013 Subaru BRZ,Bridgestone,134.474,0.813,109.327,0.032,8.090,9260,2013,Subaru BRZ,Derek,Punch,Escondido,CA,429
,21,86,Adam Tarnoff,2013 Scion FR-S,BFGoodrich,California,70.319(1),68.147,65.155,134.540,,,[186],"Lawndale, CA",#SEBsMostWanted / Thanks Manf,,SoPac,71.387,69.819,69.385,(0.066),347,21,STX,86,Adam Tarnoff,2013 Scion FR-S,BFGoodrich,134.540,0.813,109.381,0.025,8.144,9255,2013,Scion FR-S,Adam,Tarnoff,Lawndale,CA,436
,22,90,Brandon Slater,2015 Subaru BRZ,Bridgestone,Texas,68.584,67.777,64.055,134.566,,,,"Crowley, TX",Black,"Armor Helmets, Dog House PSubaru",Southwest,DNF,70.925,70.511,(0.026),348,22,STX,90,Brandon Slater,2015 Subaru BRZ,Bridgestone,134.566,0.813,109.402,0.021,8.165,9254,2015,Subaru BRZ,Brandon,Slater,Crowley,TX,439
,23,84,Brad Herley,2015 Subaru BRZ,Bridgestone,Northwest,71.813(1),68.441,64.671,134.640,,,[184],"Renton, WA",,Subaru*,NorPac,71.265,69.969,71.327,(0.074),355,23,STX,84,Brad Herley,2015 Subaru BRZ,Bridgestone,134.640,0.813,109.462,0.026,8.225,9249,2015,Subaru BRZ,Brad,Herley,Renton,WA,443
,24,71,Mark Labbancz,2013 Scion FRS,Bridgestone,Northern N,68.036,67.305,64.839,134.972,,,[171],"Robbinsville, NJ",,,Northeast,70.369,70.133,70.208,(0.332),376,24,STX,71,Mark Labbancz,2013 Scion FR-S,Bridgestone,134.972,0.813,109.732,0.017,8.495,9226,2013,Scion FR-S,Mark,Labbancz,Robbinsville,NJ,461
,25,192,Jason Stroud,2007 Mazda RX-8,Bridgestone,Atlanta,71.406,67.191,64.545,135.111,,,[92],"Kennesaw, GA",,Mazda*,Southeast,71.512,70.566,70.625,(0.139),387,25,STX,192,Jason Stroud,2007 Mazda RX-8,Bridgestone,135.111,0.813,109.845,0.001,8.608,9216,2007,Mazda RX-8,Jason,Stroud,Kennesaw,GA,467
,26,157,Bob Day,2015 Subaru BRZ,Bridgestone,Finger Lak,70.003,66.968,63.988,135.144,,,[57],"Holley, NY",,,Northeast,72.374,74.171(1),71.156,(0.033),390,26,STX,157,Bob Day,2015 Subaru BRZ,Bridgestone,135.144,0.813,109.872,0.004,8.635,9214,2015,Subaru BRZ,Bob,Day,Holley,NY,472
,27,73,Lex Kirichek,2013 Subaru Brz,Bridgestone,Northern N,67.951,66.210,66.368(1),135.148,,,[173],"Brooklyn, NY",,Subaru*,Northeast,70.843(1),68.972,68.938,(0.004),391,27,STX,73,Lex Kirichek,2013 Subaru BRZ,Bridgestone,135.148,0.813,109.875,0.003,8.638,9214,2013,Subaru BRZ,Lex,Kirichek,Brooklyn,NY,474
,28,97,Ron Williams,2013 Mini Cooper S,BFGoodrich,Kansas,67.423,67.491(1),67.375(2),135.515,,,,"Topeka, KS",Southwest,"Auto Service, MINI US BMW",Midwest,68.832,71.062(1),68.140,(0.367),416,28,STX,97,Ron Williams,2013 Mini Cooper S,BFGoodrich,135.515,0.813,110.174,0.010,8.937,9189,2013,Mini Cooper S,Ron,Williams,Topeka,KS,499
,29,92,Jonathan Stroud,2007 Mazda RX8,Bridgestone*,San Franc,79.473,DNF,64.940,136.075,,,[192],"San Jose, CA",,Mazda*,NorPac,71.659,71.251,71.135,(0.560),452,29,STX,92,Jonathan Stroud,2007 Mazda RX8,Bridgestone,136.075,0.813,110.629,0.002,9.392,9151,2007,Mazda RX8,Jonathan,Stroud,San Jose,CA,522
,30,99,Bart Hockerman,2013 Subaru BRZ,Multi,Milwauke,67.196,66.697,66.355(1),136.273,,,[199],"Brookfield, WI",Antigravity/KW/Kartboy/MotoIQ/,Subaru*,Great Lakes,72.640,70.405,69.918,(0.198),467,30,STX,99,Bart Hockerman,2013 Subaru BRZ,Multi,136.273,0.813,110.790,0.000,9.553,9138,2013,Subaru BRZ,Bart,Hockerman,Brookfield,WI,535
,31,29,Andrew Chow,1997 BMW 328i,Bridgestone,Northern N,71.937(1),68.586,65.883,136.830,,,,"Mountain Lakes, NJ",,BMW*,Northeast,DNF,70.947,72.446(1),(0.557),498,31,STX,29,Andrew Chow,1997 BMW 328i,Bridgestone,136.830,0.813,111.243,0.019,10.006,9101,1997,BMW 328i,Andrew,Chow,Mountain Lakes,NJ,575
,32,31,Jereme Mason,2007 Honda Civic Si,Multi,Red River,72.600,67.954,66.665,137.039,,,[131],"Ruston, LA",House of Honda,Honda,Southwest,72.962,75.363(1),70.374,(0.209),511,32,STX,31,Jereme Mason,2007 Honda Civic Si,Multi,137.039,0.813,111.413,0.005,10.176,9087,2007,Honda Civic Si,Jereme,Mason,Ruston,LA,594
,33,198,Brandon Davis,2012 BMW 128,BFGoodrich,Utah,73.972(3),65.368,66.502(2),137.126,,,[98],"Draper, UT",Callahan Auto,,Rocky Moun,71.758(1),DNF,72.192(1),(0.087),517,33,STX,198,Brandon Davis,2012 BMW 128,BFGoodrich,137.126,0.813,111.483,0.000,10.246,9081,2012,BMW 128,Brandon,Davis,Draper,UT,599
,34,60,Tj Tiu,2013 Scion FR-S,BFGoodrich,Las Vegas,73.532,69.875,68.131(1),138.638,,,[160],"Las Vegas, NV",Thanks Marlon! You da best!; My W,,Southwest,73.693,71.041,70.507,(1.512),583,34,STX,60,Tj Tiu,2013 Scion FR-S,BFGoodrich,138.638,0.813,112.713,0.000,11.476,8982,2013,Scion FR-S,Tj,Tiu,Las Vegas,NV,679
,35,43,Kevin Gleaton,2013 Scion FRS,Bridgestone,Chicago,71.677,71.121,67.070,138.713,,,[143],"Lake Zurich, IL",,,Central,72.536,71.643,71.799,(0.075),590,35,STX,43,Kevin Gleaton,2013 Scion FR-S,Bridgestone,138.713,0.813,112.774,0.006,11.537,8977,2013,Scion FR-S,Kevin,Gleaton,Lake Zurich,IL,688
,36,74,Alex Meramo,2014 Scion FR-S,Bridgestone,Philadelp,68.941,68.637,74.267(1),139.266,,,[174],"Philadelphia, PA","GearOne Performance, Guardian's G",,Northeast,71.596,70.629,71.536,(0.553),616,36,STX,74,Alex Meramo,2014 Scion FR-S,Bridgestone,139.266,0.813,113.223,0.020,11.986,8941,2014,Scion FR-S,Alex,Meramo,Philadelphia,PA,725
,37,131,Jeffrey Pierce,2007 Honda Civic Si,Multi,Red River,73.218,70.864(1),67.719,139.490,,,[31],"Eros, LA",,Honda,Southeast,79.394(1),73.579(1),71.771,(0.224),632,37,STX,131,Jeffrey Pierce,2007 Honda Civic Si,Multi,139.490,0.813,113.405,0.004,12.168,8927,2007,Honda Civic Si,Jeffrey,Pierce,Eros,LA,738
,38,91,Douglas Hitchcock,1998 BMW 328is,Multi,Kansas C,72.295(1),69.667,67.716,139.491,,,,"Kansas City, MO",FM Racing,BMW*,Midwest,DNF,71.962,71.775,(0.001),633,38,STX,91,Douglas Hitchcock,1998 BMW 328is,Multi,139.491,0.813,113.406,0.001,12.169,8927,1998,BMW 328is,Douglas,Hitchcock,Kansas City,MO,739
,39,13,Steve McLaughlin,2007 Honda CIVIC SI,Multi,Reno,85.778,71.628,69.165,142.125,,,,"Sparks, NV",,Honda,NorPac,DNF,73.043,72.960,(2.634),750,39,STX,13,Steve McLaughlin,2007 Honda Civic Si,Multi,142.125,0.813,115.548,0.020,14.310,8762,2007,Honda Civic Si,Steve,McLaughlin,Sparks,NV,852
,40,199,Andre Piernot,2013 Subaru BRZ,Multi,Milwauke,DNF,71.645(2),DNF,142.378,,,[99],"Racine, WI",Antigravity/KW/Kartboy/MotoIQ/,,Great Lakes,75.254(2),70.733,DNF,(0.253),764,40,STX,199,Andre Piernot,2013 Subaru BRZ,Multi,142.378,0.813,115.753,0.005,14.516,8746,2013,Subaru BRZ,Andre,Piernot,Racine,WI,860
,41,8,Joe Cusamano,2017 Subaru BRZ,Bridgestone,Washingt,71.109,75.564(2),78.658,143.261,,,,"Falls Church, VA",,Subaru*,Northeast,72.161,DNF,72.152,(0.883),821,41,STX,8,Joe Cusamano,2017 Subaru BRZ,Bridgestone,143.261,0.813,116.471,0.018,15.234,8692,2017,Subaru BRZ,Joe,Cusamano,Falls Church,VA,894
,42,65,Jeremiah Hemphill,2005 Mini Cooper S,BFGoodrich,Central F,74.262(1),77.093,69.061,144.041,,,,"Winter Park, FL",,BMW,Southeast,78.492,74.980,75.336,(0.780),869,42,STX,65,Jeremiah Hemphill,2005 Mini Cooper S,BFGoodrich,144.041,0.813,117.105,0.023,15.868,8645,2005,Mini Cooper S,Jeremiah,Hemphill,Winter Park,FL,933
,43,57,Colin Kingsley,2015 Subaru BRZ,Bridgestone*,Finger Lak,84.477,DNF,78.243(1),151.452,,,[157],"Rochester, NY",Big Budget Racing,Subaru,Northeast,DNF,73.209,DNF,(7.411),1172,43,STX,57,Colin Kingsley,2015 Subaru BRZ,Bridgestone,151.452,0.813,123.130,0.072,21.893,8222,2015,Subaru BRZ,Colin,Kingsley,Rochester,NY,1208
,44,193,Jonathan McTaggart,2013 Scion FRS,BFGoodrich,Southwest,69.994,67.014,65.552,No Time,,,[93],"Big Sky, MT",Mudges Mom,,Rocky Moun,DNS,DNS,DNS,,1348,44,STX,193,Jonathan McTaggart,2013 Scion FR-S,BFGoodrich,No Time,0.813,999.999,––,––,––,2013,Scion FR-S,Jonathan,McTaggart,Big Sky,MT,
,45,1,Jacob Montgomery,2014 Scion FRS,Bridgestone,St. Louis,68.657,72.419(2),66.571,No Time,,,,"Farmington, MO",Â ̈Â ̈Â°Â ̈Â°Â ̈Ã”Â ̈Â°Â ̈Â°Â ̈Â,,Midwest,DSQ,DSQ,DSQ,,1348,45,STX,1,Jacob Montgomery,2014 Scion FR-S,Bridgestone,No Time,0.813,999.999,––,––,––,2014,Scion FR-S,Jacob,Montgomery,Farmington,MO,
T,1,86,Kate Fisher,2013 Scion FRS,Multi,Arizona B,82.855,74.281,73.768,148.068,,,,"Chandler, AZ",TeamNoCourseWalks & Two Bea,,SoPac,83.203,78.310,74.300,,1074,1,STXL,86,Kate Fisher,2013 Scion FR-S,Multi,148.068,0.813,120.379,0.016,19.142,8410,2013,Scion FR-S,Kate,Fisher,Chandler,AZ,1113
,2,70,Catherine Tran,2005 Mazda RX8,Multi,California,80.021,75.405,74.047,150.105,,,,"Fountain Valley, CA",FRSport,,Southwest,77.266,81.644,76.058(1),(2.037),1132,2,STXL,70,Catherine Tran,2005 Mazda RX8,Multi,150.105,0.813,122.035,0.021,20.798,8296,2005,Mazda RX8,Catherine,Tran,Fountain Valley,CA,1176
,3,43,Mindi Cross,2013 Scion FR-S,Multi,Arizona B,76.786,74.556,73.930,150.615,,,,"Phoenix, AZ",TRD/OSGiken/FRSport/JDLAuto,,SoPac,DNF,80.108,76.685,(0.510),1149,3,STXL,43,Mindi Cross,2013 Scion FR-S,Multi,150.615,0.813,122.450,0.002,21.213,8268,2013,Scion FR-S,Mindi,Cross,Phoenix,AZ,1186
