Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,32,43,Aj Snyder,1996 Mazda Miata,BFGoodrich,Central C,67.470(1),64.938,63.303,122.975,,,,"Gastonia, NC",JBD Customz,,Southeast,63.142(1),59.672,61.410,(0.929),840,32,STS,43,Aj Snyder,1996 Mazda Miata,BFGoodrich,122.975,0.818,100.594,0.007,9.110,9094,1996,Mazda Miata,Aj,Snyder,Gastonia,NC,908
,33,165,Tim Stake,1988 Honda CRX Si,Bridgestone,Northwest,DNF,66.252(1),64.092,123.616,,,[65],"Everett, WA",In-Tune Automotive/WhitenerRaci,,NorPac,79.816(1),60.231,59.524,(0.641),902,33,STS,165,Tim Stake,1988 Honda CRX Si,Bridgestone,123.616,0.818,101.118,0.004,9.635,9047,1988,Honda CRX Si,Tim,Stake,Everett,WA,951
,34,172,Will Ostrowski,1989 Honda Civic Si,Bridgestone,Milwauke,65.064(1),76.805(1),64.594(1),123.618,,,[72],"West Allis, Wis",3 eye Racing,,Midwest,72.013,DNF,59.024,(0.002),903,34,STS,172,Will Ostrowski,1989 Honda Civic Si,Bridgestone,123.618,0.818,101.120,0.002,9.636,9047,1989,Honda Civic Si,Will,Ostrowski,West Allis,Wis,952
,35,91,Todd Roppuld,1988 Honda CRX,BFGoodrich,Milwauke,DNF,66.549,64.100,123.787,,,[191],"Muskego, WI",McKnight Motorsports,,Central,71.386,60.473,59.687,(0.169),914,35,STS,91,Todd Roppuld,1988 Honda CRX,BFGoodrich,123.787,0.818,101.258,0.006,9.774,9035,1988,Honda CRX,Todd,Roppuld,Muskego,WI,965
,36,34,Sam Creasey,1988 Honda CRX Si,Bridgestone,New Eng,72.701(3),64.950,63.768,123.999,,,,"Cambridge, MA",Big Budget Racing / Whitener Raci,,Northeast,66.378(1),64.822,60.231(1),(0.212),935,36,STS,34,Sam Creasey,1988 Honda CRX Si,Bridgestone,123.999,0.818,101.431,0.005,9.948,9019,1988,Honda CRX Si,Sam,Creasey,Cambridge,MA,976
,37,74,Adam Mehl,1990 Mazda Miata,Bridgestone,Land O L,66.747,65.707,64.988,124.312,,,[174],"Minneapolis, MN",,,Central,62.374,60.531,59.324,(0.313),952,37,STS,74,Adam Mehl,1990 Mazda Miata,Bridgestone,124.312,0.818,101.687,0.013,10.204,8997,1990,Mazda Miata,Adam,Mehl,Minneapolis,MN,995
,38,31,Monte Rans,1988 Honda CRX Si,Bridgestone,Salina,69.628,DNF,65.684,126.438,,,,"Hesston, KS",Rans Motor Sports,,Midwest,64.154,62.848,60.754,(2.126),1072,38,STS,31,Monte Rans,1988 Honda CRX Si,Bridgestone,126.438,0.818,103.426,0.003,11.943,8845,1988,Honda CRX Si,Monte,Rans,Hesston,KS,1094
,39,47,Keith Klein,1991 Honda Civic SI,Bridgestone,Milwauke,DNF,DNF,67.567,126.605,,,[147],"Hartford, WI",,,Central,61.107,59.649,59.038,(0.167),1083,39,STS,47,Keith Klein,1991 Honda Civic Si,Bridgestone,126.605,0.818,103.563,0.007,12.080,8834,1991,Honda Civic Si,Keith,Klein,Hartford,WI,1101
,40,174,Kent Sklarow,1990 Mazda Miata,Bridgestone,Land O L,DNF,68.464(1),66.617,126.681,,,[74],"Minneapolis, MN",H E N T A I D O D G E V A N,,Central,64.489(1),60.064,60.475,(0.076),1086,40,STS,174,Kent Sklarow,1990 Mazda Miata,Bridgestone,126.681,0.818,103.625,0.019,12.142,8828,1990,Mazda Miata,Kent,Sklarow,Minneapolis,MN,1106
,41,65,Jeffrey Tattershall,1988 Honda CRX,Bridgestone,Colorado,DNF,66.634,68.119(1),126.969,,,[165],"Dacono, CO",AuticrossTalk.com BarndominiumF,,Rocky Moun,64.956(1),63.289(2),60.335,(0.288),1103,41,STS,65,Jeffrey Tattershall,1988 Honda CRX,Bridgestone,126.969,0.818,103.861,0.006,12.377,8808,1988,Honda CRX,Jeffrey,Tattershall,Dacono,CO,1119
,42,76,Steve Pertzsch,1990 Mazda Miata,Bridgestone,Milwauke,69.716,66.228,68.056(1),128.838,,,,"Oconomowoc, WI",,,Great Lakes,64.514,64.952(1),62.610,(1.869),1146,42,STS,76,Steve Pertzsch,1990 Mazda Miata,Bridgestone,128.838,0.818,105.389,0.111,13.906,8681,1990,Mazda Miata,Steve,Pertzsch,Oconomowoc,WI,1168
,43,96,Kerry Anderson,1988 Honda CRX,Bridgestone,Milwauke,72.076(1),68.670,68.190(1),131.365,,,[196],"Minneapolis, MN",FRE Frugal Racing Enterprises,,Central,65.690,64.931,63.175,(2.527),1205,43,STS,96,Kerry Anderson,1988 Honda CRX,Bridgestone,131.365,0.818,107.457,0.036,15.973,8514,1988,Honda CRX,Kerry,Anderson,Minneapolis,MN,1218
T,1,199,Kim Whitener,1992 Mazda Miata,BFGoodrich,Texas,63.792,63.679(1),62.492,119.204,,,[99],"Fort Worth, TX",WhitenerRacingShocks/BlackArm,,Southwest,57.090,59.491(1),56.712,,416,1,STSL,199,Kim Whitener,1992 Mazda Miata,BFGoodrich,119.204,0.818,97.509,0.002,6.026,9382,1992,Mazda Miata,Kim,Whitener,Fort Worth,TX,591
T,2,87,Neelu Yeoh,1989 Honda Civic,Bridgestone,California,64.009,63.111,65.411(1),120.782,,,[88],"Westlake Village, CA",Un1teee / Bridgestone,,SoPac,62.044(2),57.905,57.671,(1.578),634,2,STSL,87,Neelu Yeoh,1989 Honda Civic,Bridgestone,120.782,0.818,98.800,0.010,7.316,9259,1989,Honda Civic,Neelu,Yeoh,Westlake Village,CA,736
,3,6,Katie Renteria,1991 Honda CRX Si,Bridgestone,Milwauke,78.911(3),68.097,66.074,127.853,,,,"Hubertus, WI",PartsBadger,,Midwest,62.722,62.631,61.779,(7.071),1120,3,STSL,6,Katie Renteria,1991 Honda CRX Si,Bridgestone,127.853,0.818,104.584,0.054,13.100,8747,1991,Honda CRX Si,Katie,Renteria,Hubertus,WI,1144
,4,99,Kate McGregor,Mazda miata,BFGoodrich,Washingt,DNF,68.763(1),68.534(1),130.216,,,[199],"Chesterfield, VA",,,Northeast,62.659(1),61.682,61.905(1),(2.363),1178,4,STSL,99,Kate McGregor,1992 Mazda Miata,BFGoodrich,130.216,0.818,106.517,0.016,15.033,8589,1992,Mazda Miata,Kate,McGregor,Chesterfield,VA,1197
,5,98,Angela Carlascio,1989 Honda CR-X Si,Bridgestone,Central F,67.666,69.485(2),DNF,130.450,,,[188],"Melbourne Beach, FL",Un1teee / Bridgestone / Thanks Ne,,Southeast,DNF,62.784,DNF,(0.234),1186,5,STSL,98,Angela Carlascio,1989 Honda CR-X Si,Bridgestone,130.450,0.818,106.708,0.028,15.225,8573,1989,Honda CR-X Si,Angela,Carlascio,Melbourne Beach,FL,1203
,6,43,Lexie Murray,1996 Mazda Miata,BFGoodrich,Central C,71.759,72.593,69.851,136.927,,,,"Gastonia, NC",JBD Customz,,Southeast,71.063(1),67.468,67.076,(6.477),1251,6,STSL,43,Lexie Murray,1996 Mazda Miata,BFGoodrich,136.927,0.818,112.006,0.341,20.523,8168,1996,Mazda Miata,Lexie,Murray,Gastonia,NC,1270
T,1,72,Daniel Gross,2008 Mazda 3,BFGoodrich,Washingt,58.577,61.130,57.771,120.656,,,,"Frederick, MD",Mazdaspeed Motorsports,,Northeast,64.510,62.915,62.885,,249,1,STF,72,Daniel Gross,2008 Mazda 3,BFGoodrich,120.656,0.800,96.525,0.002,5.041,9478,2008,Mazda 3,Daniel,Gross,Frederick,MD,725
T,2,195,Adam Deffenbaugh,2006 Mazda 3,BFGoodrich,Central I,59.675,58.639,58.579,121.595,,,[95],"Charleston, IL",soloperformance.com,,Central,63.565,63.016,63.410,(0.939),369,2,STF,195,Adam Deffenbaugh,2006 Mazda 3,BFGoodrich,121.595,0.800,97.276,0.013,5.793,9405,2006,Mazda 3,Adam,Deffenbaugh,Charleston,IL,797
T,3,193,David Hedderick,2008 Mazda 3,BFGoodrich,Houston,63.821(3),58.517,59.922(1),121.683,,,[93],"Pearland, TX",BFGoodrich,,Southwest,64.282,63.700,63.166,(0.088),385,3,STF,193,David Hedderick,2008 Mazda 3,BFGoodrich,121.683,0.800,97.346,0.007,5.863,9398,2008,Mazda 3,David,Hedderick,Pearland,TX,809
,4,95,Raymond Wise,2006 Mazda 3,BFGoodrich,Central I,60.894,59.028,60.530(1),121.802,,,[195],"Metamora, IL",,,Central,DNF,62.774,65.290(1),(0.119),401,4,STF,95,Raymond Wise,2006 Mazda 3,BFGoodrich,121.802,0.800,97.442,0.004,5.958,9389,2006,Mazda 3,Raymond,Wise,Metamora,IL,823
,5,27,Justin Wrighton,2003 Ford Focus,BFGoodrich,Detroit,59.502,58.996,59.089,122.470,,,,"Clarkston, Mi",a knight who says nee,,Great Lakes,63.990,63.474,63.678,(0.668),491,5,STF,27,Justin Wrighton,2003 Ford Focus,BFGoodrich,122.470,0.800,97.976,0.002,6.493,9337,2003,Ford Focus,Justin,Wrighton,Clarkston,Mi,874
,6,199,Joe Austin,2007 Mini COOPER,Nexen,Dixie,60.345,62.472(2),59.237,123.507,M,,[99],"NEWBURGH, NY",MINIUSA.COM / ON A DIME RA,,Northeast,64.677,64.270,64.744,(1.037),635,6,STF,199,Joe Austin,2007 Mini Cooper,Nexen,123.507,0.800,98.806,0.006,7.322,9259,2007,Mini Cooper,Joe,Austin,NEWBURGH,NY,944
,7,93,Crissy Weaver,2008 Mazda 3,BFGoodrich,Cincinnati,62.075,70.173(2),61.407,127.495,,,[193],"Houston, TX",BFGoodrich,,Great Lakes,68.516(1),66.531,66.088,(3.988),977,7,STF,93,Crissy Weaver,2008 Mazda 3,BFGoodrich,127.495,0.800,101.996,0.005,10.513,8969,2008,Mazda 3,Crissy,Weaver,Houston,TX,1131
,8,99,Jeffrey McVey,2007 Mini Cooper,Nexen,Snake Riv,66.292,65.882(1),64.423,134.360,M,,[199],"Boise, ID",MINIUSA.COM / ON A DIME RA,,NorPac,DNF,69.937,69.977,(6.865),1206,8,STF,99,Jeffrey McVey,2007 Mini Cooper,Nexen,134.360,0.800,107.488,0.031,16.005,8511,2007,Mini Cooper,Jeffrey,McVey,Boise,ID,1253
,9,31,David M Telles,2004 Ford Focus SVT,Bridgestone,Rio Grand,65.990,64.551,64.620,134.784,,,,"Los Alamos, NM",,,Southwest,DNF,71.385,70.233,(0.424),1208,9,STF,31,David M. Telles,2004 Ford Focus SVT,Bridgestone,134.784,0.800,107.827,0.301,16.344,8484,2004,Ford Focus SVT,David M,Telles,Los Alamos,NM,1257
T,1,159,Ryan Otis,2016 Chevrolet Camaro,BFGoodrich,Oregon,62.049(1),62.049(1),60.658,116.551,,,[59],"Scappoose, OR",Stranoparts / Adrenaline Racing / M,,NorPac,56.123,55.893,56.153,,124,1,STP,159,Ryan Otis,2016 Chevy Camaro,BFGoodrich,116.551,0.820,95.572,0.000,4.088,9572,2016,Chevy Camaro,Ryan,Otis,Scappoose,OR,385
T,2,99,Scott Steider,2017 Ford Mustang GT,BFGoodrich,Texas,63.321,61.725,65.395,118.647,,,,"Hickory Creek, TX",Dusold Designs,,Southwest,57.466,56.922,57.788,(2.096),372,2,STP,99,Scott Steider,2017 Ford Mustang GT,BFGoodrich,118.647,0.820,97.291,0.001,5.807,9403,2017,Ford Mustang GT,Scott,Steider,Hickory Creek,TX,542
T,3,155,Joshua Holsworth,2016 Ford Mustang GT,Bridgestone,Kansas C,DNF,62.937,62.076,119.973,,,[55],"Kansas City, MO",,,Midwest,58.603,59.481(1),57.897,(1.326),556,3,STP,155,Joshua Holsworth,2016 Ford Mustang GT,Bridgestone,119.973,0.820,98.378,0.016,6.894,9299,2016,Ford Mustang GT,Joshua,Holsworth,Kansas City,MO,657
T,4,150,Reed Gibson,2012 Ford Mustang,BFGoodrich,California,62.108,61.515,61.455,120.378,,,[50],"Gardena, CA",,,Southwest,59.759(1),58.923(1),59.728(1),(0.405),621,4,STP,150,Reed Gibson,2012 Ford Mustang,BFGoodrich,120.378,0.820,98.710,0.003,7.227,9268,2012,Ford Mustang,Reed,Gibson,Gardena,CA,703
T,5,173,W B Sephus,2014 Ford Rusturd GT,BFGoodrich,Oklahoma,65.369,63.172,62.617,120.664,,,[73],"Oklahoma City, OK",Speedygraphix,,Midwest,58.573,58.276,58.047,(0.286),658,5,STP,173,W B Sephus,2014 Ford Rusturd GT,BFGoodrich,120.664,0.820,98.944,0.005,7.461,9246,2014,Ford Rusturd GT,W B,Sephus,Oklahoma City,OK,727
T,6,95,Robert Gosda,2013 Ford Mustang,BFGoodrich,Chicago,66.860(1),DNF,63.309,120.799,,,,"Yorkville, IL",SkoolBoss Racing,,Central,58.428,57.490,57.644,(0.135),675,6,STP,95,Robert Gosda,2013 Ford Mustang,BFGoodrich,120.799,0.820,99.055,0.004,7.572,9236,2013,Ford Mustang,Robert,Gosda,Yorkville,IL,738
,7,50,Scott Mullens,2012 Ford Boss 302,BFGoodrich,California,65.962(1),63.672(1),64.122(1),120.917,,,[150],"Lancaster, CA",,,SoPac,57.837,57.245,60.046(1),(0.118),687,7,STP,50,Scott Mullens,2012 Ford Boss 302,BFGoodrich,120.917,0.820,99.152,0.003,7.669,9227,2012,Ford Boss 302,Scott,Mullens,Lancaster,CA,745
,8,124,Eric Yee,2013 Ford Mustang GT,Bridgestone,Alamo,64.566,65.423(1),62.800,121.054,,,[24],"San Antonio, TX",stranoparts.com,,Southwest,58.657,58.254,58.876,(0.137),701,8,STP,124,Eric Yee,2013 Ford Mustang GT,Bridgestone,121.054,0.820,99.264,0.011,7.781,9216,2013,Ford Mustang GT,Eric,Yee,San Antonio,TX,754
,9,24,Jay Cryderman,2013 Ford Mustang GT,Bridgestone,Alamo,63.894,77.842,63.371,121.345,,,[124],"San Antonio, TX",,,Southwest,68.896,57.974,58.383,(0.291),738,9,STP,24,Jay Cryderman,2013 Ford Mustang GT,Bridgestone,121.345,0.820,99.503,0.012,8.020,9194,2013,Ford Mustang GT,Jay,Cryderman,San Antonio,TX,781
,10,37,Jonathan Warlof,2016 Ford Mustang,BFGoodrich,Land O L,66.274(1),65.297(1),63.815,121.913,,,,"Willmar, MN",Goat Ridge Brewing Co.,,Great Lakes,58.353,58.098,60.038(1),(0.568),777,10,STP,37,Jonathan Warlof,2016 Ford Mustang,BFGoodrich,121.913,0.820,99.969,0.003,8.485,9151,2016,Ford Mustang,Jonathan,Warlof,Willmar,MN,830
,11,74,Charlie Holt,2005 Ford Mustang GT,BFGoodrich,Ozark Mo,64.502,64.148,63.521,122.095,,,,"Pea Ridge, AR",,,Midwest,59.045,58.574,60.698(1),(0.182),789,11,STP,74,Charlie Holt,2005 Ford Mustang GT,BFGoodrich,122.095,0.820,100.118,0.002,8.635,9138,2005,Ford Mustang GT,Charlie,Holt,Pea Ridge,AR,844
,12,97,Brandon Garcia,2012 Ford Mustang,BFGoodrich,Alamo,64.606,65.635(1),64.609,122.973,,,,"San Antonio, TX",RTRT,,Central,60.749,58.384,58.367,(0.878),863,12,STP,97,Brandon Garcia,2012 Ford Mustang,BFGoodrich,122.973,0.820,100.838,0.019,9.354,9072,2012,Ford Mustang,Brandon,Garcia,San Antonio,TX,907
,13,56,Corey Pettett,2012 Ford Mustang,BFGoodrich,Arkansas,65.639(1),65.912(1),65.593(1),124.058,,,,"Alexander, AR",Sherwood Tire,,Midwest,60.412,59.010,58.465,(1.085),959,13,STP,56,Corey Pettett,2012 Ford Mustang,BFGoodrich,124.058,0.820,101.728,0.005,10.244,8993,2012,Ford Mustang,Corey,Pettett,Alexander,AR,979
,14,55,Lenard Holsworth,2016 Ford Mustang GT,Bridgestone,Kansas C,DNF,64.590,64.611,124.214,,,[155],"Overland Park, KS",,,Midwest,60.218,59.774,59.624,(0.156),967,14,STP,55,Lenard Holsworth,2016 Ford Mustang GT,Bridgestone,124.214,0.820,101.855,0.011,10.372,8982,2016,Ford Mustang GT,Lenard,Holsworth,Overland Park,KS,988
,15,42,Dave Williamson,2013 Ford Mustang Boss30,BFGoodrich,New Eng,65.822,65.280,64.923,124.715,,,[142],"Trumbull, CT",Williamsons Helmets,,Northeast,59.792,59.995,61.352(1),(0.501),1001,15,STP,42,Dave Williamson,2013 Mustang Boss 302,BFGoodrich,124.715,0.820,102.266,0.012,10.783,8946,2013,Mustang Boss 302,Dave,Williamson,Trumbull,CT,1015
,16,73,Meredith Evans,2014 Ford Rusturd GT,BFGoodrich,Oklahoma,67.287,66.440,65.958,126.883,,,[173],"Oklahoma City, ok",Speedygraphix,,Midwest,61.860,61.436,60.925,(2.168),1107,16,STP,73,Meredith Evans,2014 Ford Rusturd GT,BFGoodrich,126.883,0.820,104.044,0.045,12.561,8793,2014,Ford Rusturd GT,Meredith,Evans,Oklahoma City,ok,1115
,17,142,John Williamson,2013 Ford Mustang Boss,BFGoodrich,New Eng,70.601,69.433,DNF,134.058,,,[42],"Trumbull, CT",Williamsons Helmet Haberdashery,,Northeast,65.663,64.625,65.388,(7.175),1238,17,STP,142,John Williamson,2013 Mustang Boss 302,BFGoodrich,134.058,0.820,109.928,0.161,18.444,8322,2013,Mustang Boss 302,John,Williamson,Trumbull,CT,1250
,18,59,Wagner Acuna,2015 Chevy Camero,BFGoodrich,Kansas,75.887,99.962(2),75.779,141.010,,,[159],"Topeka, KS",,,Central,70.999,66.506,65.231,(6.952),1275,18,STP,59,Wagner Acuna,2015 Chevy Camero,BFGoodrich,141.010,0.820,115.628,0.129,24.145,7912,2015,Chevy Camero,Wagner,Acuna,Topeka,KS,1283
T,1,159,Lacey Otis,2016 Chevrolet Camaro,BFGoodrich,Oregon,64.505,63.297,63.172,121.182,,,[59],"Scappoose, OR",Stranoparts / Adrenaline Racing / M,,NorPac,59.438,58.459,58.010,,720,1,STPL,159,Lacey Otis,2016 Chevy Camaro,BFGoodrich,121.182,0.820,99.369,0.008,7.886,9206,2016,Chevy Camaro,Lacey,Otis,Scappoose,OR,764
,2,70,Catherine Tran,2012 Ford Mustang,BFGoodrich,California,68.588,65.937,64.196,123.026,,,,"Fountain Valley, CA",FRSport,,Southwest,62.761,60.737,58.830,(1.844),868,2,STPL,70,Catherine Tran,2012 Ford Mustang,BFGoodrich,123.026,0.820,100.881,0.007,9.398,9068,2012,Ford Mustang,Catherine,Tran,Fountain Valley,CA,910
,3,59,Laurie Hyman,2016 Chevrolet Camaro,BFGoodrich,Lone Star,69.771(1),65.111,65.976(1),125.755,,,[159],"Austin, TX",Thanks Lacey and Ryan!,,Southwest,61.596,61.257(1),60.644,(2.729),1063,3,STPL,59,Laurie Hyman,2016 Chevy Camaro,BFGoodrich,125.755,0.820,103.119,0.009,11.636,8872,2016,Chevy Camaro,Laurie,Hyman,Austin,TX,1067
T,1,189,Joe Tharpe,2003 Chevrolet Corvette,Hoosier,Des Moin,54.131(1),52.126,54.100(1),108.980,,,[89],"State Center, IA",R and S Racing / Loctite,,Midwest,58.194,59.114(1),56.854,,40,1,SSP,189,Joe Tharpe,2003 Chevy Corvette,Hoosier,108.980,0.862,93.941,0.072,2.457,9738,2003,Chevy Corvette,Joe,Tharpe,State Center,IA,100
T,2,89,Andy Hohl,2003 Chevrolet Corvette Z0,Hoosier,St. Louis,56.857(2),52.570,52.778,109.896,,,[189],"Saint Ann, MO",Evolution/ Thanks Joe,,Midwest,57.326,60.973(2),60.305(1),(0.916),71,2,SSP,89,Andy Hohl,2003 Chevy Corvette Z06,Hoosier,109.896,0.862,94.730,0.012,3.247,9657,2003,Chevy Corvette Z06,Andy,Hohl,Saint Ann,MO,119
T,3,11,Mike Casino,2002 Chevrolet Corvette Z0,Hoosier,Central C,DNF,54.419(1),52.928,110.012,,,,"Charlotte, NC",,,Southeast,58.637,57.084,57.301,(0.116),78,3,SSP,11,Mike Casino,2002 Chevy Corvette Z06,Hoosier,110.012,0.862,94.830,0.006,3.347,9647,2002,Chevy Corvette Z06,Mike,Casino,Charlotte,NC,122
T,4,94,Alek Tziortzis,2002 Chevrolet Corvette Z0,Hoosier,Chicago,54.834(1),52.734,52.232,110.347,,,,"Palatine, IL",OS Giken/My Girls/AppealMytax.,,Central,DNF,58.115,60.051(1),(0.335),91,4,SSP,94,Alek Tziortzis,2002 Chevy Corvette Z06,Hoosier,110.347,0.862,95.119,0.035,3.636,9618,2002,Chevy Corvette Z06,Alek,Tziortzis,Palatine,IL,134
T,5,187,Steve Lau,2011 Porsche GT3RS,Hoosier,San Franc,55.342(1),53.112,53.049,110.923,,,[87],"San Jose, CA",,,NorPac,58.443,57.907,57.874,(0.576),127,5,SSP,187,Steve Lau,2011 Porsche GT3RS,Hoosier,110.923,0.862,95.616,0.005,4.132,9568,2011,Porsche GT3RS,Steve,Lau,San Jose,CA,150
,6,181,Bret Norgaard,2012 Audi R8,Hoosier,San Diego,55.401(1),53.135,56.157(1),110.956,,,[81],"Ramona, CA",Thank You Mitch,,SoPac,59.985(1),66.613(2),57.821,(0.033),131,6,SSP,181,Bret Norgaard,2012 Audi R8,Hoosier,110.956,0.862,95.644,0.009,4.161,9565,2012,Audi R8,Bret,Norgaard,Ramona,CA,151
,7,69,Rad Delgado,2017 Acura NSX,Hoosier,Florida,60.005(3),54.165,54.200,112.366,,,,"Weston, FL",UNICEF/StJude/WoundedWarrior,,Southeast,63.203(2),58.683,58.201,(1.410),301,7,SSP,69,Rad Delgado,2017 Acura NSX,Hoosier,112.366,0.862,96.859,0.013,5.376,9445,2017,Acura NSX,Rad,Delgado,Weston,FL,181
,8,17,Stan Whitney,2008 Porsche 911 Turbo,Hoosier,Texas,53.988,67.451(2),58.332(1),113.068,,,[117],"pilot point, TX",Growler Motor Labs - Cobb Tunin,,Southwest,60.983(1),DNF,59.080,(0.702),407,8,SSP,17,Stan Whitney,2008 Porsche 911 Turbo,Hoosier,113.068,0.862,97.465,0.003,5.981,9386,2008,Porsche 911 Turbo,Stan,Whitney,pilot point,TX,218
,9,44,Jonathan Kuo,2012 McLaren 12c,Hoosier,Colorado,72.110(3),61.701(3),54.979(1),113.497,,,[144],"Aurora, CO",Thanks Jess!,,Rocky Moun,62.528(1),58.877,58.518,(0.429),465,9,SSP,44,Jonathan Kuo,2012 McLaren 12c,Hoosier,113.497,0.862,97.834,0.000,6.351,9351,2012,McLaren 12c,Jonathan,Kuo,Aurora,CO,236
,10,87,Tara Shapowal,2011 Porsche GT3RS,Hoosier,San Franc,57.192(1),54.497,54.374,113.683,,,[187],"San Jose, CA",Yaku Naki,,NorPac,61.773(1),59.309,59.568,(0.186),492,10,SSP,87,Tara Shapowal,2011 Porsche GT3RS,Hoosier,113.683,0.862,97.995,0.019,6.511,9336,2011,Porsche GT3RS,Tara,Shapowal,San Jose,CA,246
,11,144,Jess Driggers,2012 McLaren 12c,Hoosier,Colorado,55.618,55.589,54.453,113.934,,,[44],"Lone Tree, CO",Planetroofingcolorado.com,,Rocky Moun,DNF,59.481,59.577,(0.251),528,11,SSP,144,Jess Driggers,2012 McLaren 12c,Hoosier,113.934,0.862,98.211,0.019,6.728,9315,2012,McLaren 12c,Jess,Driggers,Lone Tree,CO,254
,12,93,Eric Stemler,2008 Chevrolet Corvette Z0,Hoosier,Chicago,55.028,54.984(1),DNF,114.585,,,,"Peoria, IL",,,Central,61.907,DNF,59.601(1),(0.651),632,12,SSP,93,Eric Stemler,2008 Chevy Corvette Z06,Hoosier,114.585,0.862,98.772,0.002,7.289,9262,2008,Chevy Corvette Z06,Eric,Stemler,Peoria,IL,290
,13,117,Su Brude,2008 Porsche 911 Turbo,Hoosier,Texas,55.462,54.872,55.467,115.034,,,[17],"Pilot Point, TX",Growler Motor Labs - Cobb Tunin,,Southwest,60.162,69.682(4),60.847,(0.449),690,13,SSP,117,Su Brude,2008 Porsche 911 Turbo,Hoosier,115.034,0.862,99.159,0.006,7.676,9226,2008,Porsche 911 Turbo,Su,Brude,Pilot Point,TX,307
,14,81,Neil Alexander,2012 Audi R8,Hoosier,San Diego,DNF,59.136(1),55.440,119.336,,,[181],"Ramona, CA",Thank You Mitch,,SoPac,DNF,DNF,63.896(1),(4.302),1047,14,SSP,81,Neil Alexander,2012 Audi R8,Hoosier,119.336,0.862,102.868,0.016,11.384,8893,2012,Audi R8,Neil,Alexander,Ramona,CA,605
T,1,172,Tom Berry,2006 Mitsubishi Evo IX RS,Hoosier,California,54.992(1),53.310,52.858,110.037,,,[72],"Rancho Cucamonga, CA",Berry Family Racing,,SoPac,58.334,57.667,57.179,,49,1,ASP,172,Tom Berry,2006 Mitsubishi Evo IX RS,Hoosier,110.037,0.856,94.192,0.020,2.708,9712,2006,Mitsubishi Evo IX RS,Tom,Berry,Rancho Cucamonga,CA,124
T,2,132,Aaron Miller,multi,Hoosier,Detroit,53.189,DNS,DNS,111.463,,,[46],"Auburn Hills, mi",,,Great Lakes,58.274,DNS,62.715(1),(1.426),112,2,ASP,132,Aaron Miller,2011 Nissan 370Z Nismo,Hoosier,111.463,0.856,95.412,0.002,3.929,9588,2011,Nissan 370Z Nismo,Aaron,Miller,Auburn Hills,mi,161
T,3,72,Christine Grice,2006 Mitsubishi Evo IX,Hoosier,California,54.505,53.609,53.261,111.622,,,[172],"Redondo Beach, CA",Berry Family Racing,,SoPac,59.448,58.361,58.411,(0.159),119,3,ASP,72,Christine Grice,2006 Mitsubishi Evo IX,Hoosier,111.622,0.856,95.548,0.050,4.065,9575,2006,Mitsubishi Evo IX,Christine,Grice,Redondo Beach,CA,169
T,4,103,Cory Hockenbury,2011 BMW 1M,Hoosier,Northeast,55.032,54.888,53.928,111.907,,,[3],"East Stroudsburg, PA",BimmerWorld,,Northeast,DNF,58.189,57.979,(0.285),148,4,ASP,103,Cory Hockenbury,2011 BMW 1M,Hoosier,111.907,0.856,95.792,0.002,4.309,9550,2011,BMW 1M,Cory,Hockenbury,East Stroudsburg,PA,175
,5,114,Ryan Pemberton,2006 Mitsubishi Evolution I,Hoosier,Nebraska,55.891(1),55.809(1),54.120,113.334,,,[14],"La Vista, NE",Woodhouse Motorsports,,Midwest,61.650(1),59.214,61.160(1),(1.427),324,5,ASP,114,Ryan Pemberton,2006 Mitsubishi Evo 9,Hoosier,113.334,0.856,97.014,0.004,5.531,9430,2006,Mitsubishi Evo 9,Ryan,Pemberton,La Vista,NE,228
,6,32,Matt Butz,2011 Nissan 370Z Nismo,Hoosier,Northwest,56.647(1),56.152(1),55.227,114.984,,,,"Perrysburg, OH",,,Great Lakes,62.038,59.963,59.757,(1.650),564,6,ASP,32,Matt Butz,2011 Nissan 370Z Nismo,Hoosier,114.984,0.856,98.426,0.006,6.943,9295,2011,Nissan 370Z Nismo,Matt,Butz,Perrysburg,OH,306
,7,3,Ryan Hockenbury,2011 BMW 1M,Hoosier,Northeast,54.585,DNF,57.213(1),115.300,,,[103],"Hazle Township, PA",BimmerWorld,,Northeast,DNF,60.715,61.285,(0.316),617,7,ASP,3,Ryan Hockenbury,2011 BMW 1M,Hoosier,115.300,0.856,98.697,0.002,7.213,9269,2011,BMW 1M,Ryan,Hockenbury,Hazle Township,PA,320
,8,14,Bill Pemberton,2006 Mitsubishi Evo 9,Hoosier,Nebraska,55.686,57.628(1),55.152,115.808,,,[114],"Blair, NE",Woodhouse Motorsports,,Midwest,62.563(1),60.656,68.394(1),(0.508),683,8,ASP,14,Bill Pemberton,2006 Mitsubishi Evo 9,Hoosier,115.808,0.856,99.132,0.033,7.648,9228,2006,Mitsubishi Evo 9,Bill,Pemberton,Blair,NE,342
